ID,Title,Directed by,Produced by,Cinematography,Running Time (int),Release Date (datetime),Distributed by,Language,Written by,Starring,Edited by,Production companies,Release Year,SentimentScore,Budget (float),Box Office Status
601,Dead Man Down,Niels Arden Oplev,"['Neal H. Moritz', 'J.H. Wyman']",Paul Cameron,118.0,2013-03-08,FilmDistrict,English,J.H. Wyman,"['Colin Farrell', 'Noomi Rapace', 'Dominic Cooper', 'Terrence Howard', 'Isabelle Huppert']","['Timothy A. Good', 'Frédéric Thoraval']","['Original Film', 'Frequency Films', 'IM Global', 'WWE Studios']",2013,0.81,30000000.0,Failure
602,Oz the Great and Powerful,Sam Raimi,Joe Roth,Peter Deming,130.0,2013-02-13,"['Walt Disney Studios', 'Motion Pictures']",English,"['Mitchell Kapner', 'David Lindsay-Abaire']","['James Franco', 'Mila Kunis', 'Rachel Weisz', 'Michelle Williams', 'Zach Braff', 'Bill Cobbs', 'Joey King', 'Tony Cox']",Bob Murawski,"['Walt Disney Pictures', 'Roth Films']",2013,0.9,215000000.0,Success
603,The Call,Brad Anderson,"['Jeff Graup', 'Michael Luisi', 'Michael A. Helfant', 'Robert L. Stein', 'Bradley Gallo']",Thomas Yatsko,94.0,2013-03-15,Sony Pictures Releasing,English,Richard D'Ovidio,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut', 'Michael Eklund', 'Michael Imperioli']",Avi Youabian,"['TriStar Pictures', 'Stage 6 Films', 'Troika Pictures', 'WWE Studios', 'Amasia Entertainment', 'Apotheosis Media Group']",2013,0.76,13000000.0,Success
604,The Incredible Burt Wonderstone,Don Scardino,"['Chris Bender', 'Steve Carell', 'Jake Weiner', 'Tyler Mitchell']",Matthew Clark,100.0,2013-03-08,Warner Bros. Pictures,English,"['John Francis Daley', 'Jonathan Goldstein']","['Steve Carell', 'Steve Buscemi', 'Olivia Wilde', 'Alan Arkin', 'James Gandolfini', 'Jim Carrey']",Lee Haxall,"['New Line Cinema', 'Benderspink', 'Carousel']",2013,0.77,34000000.0,Failure
605,Spring Breakers,Harmony Korine,"['Chris Hanley', 'Jordan Gertner', 'David Zander', 'Charles-Marie Anthonioz']",Benoît Debie,94.0,2012-09-04,A24,English,Harmony Korine,"['James Franco', 'Selena Gomez', 'Vanessa Hudgens', 'Ashley Benson', 'Rachel Korine', 'Gucci Mane']",Douglas Crise,"['Muse Productions', 'Annapurna Pictures', 'Division Films', 'Radar Productions']",2012,0.4193548387096774,5000000.0,Success
606,Admission,Paul Weitz,"['Paul Weitz', 'Kerry Kohansky-Roberts', 'Andrew Miano']",Declan Quinn,108.0,2013-03-22,Focus Features,English,Karen Croner,"['Tina Fey', 'Paul Rudd', 'Michael Sheen', 'Wallace Shawn', 'Lily Tomlin']",Joan Sobel,Depth of Field,2013,0.5,13000000.0,Failure
608,Olympus Has Fallen,Antoine Fuqua,"['Antoine Fuqua', 'Gerard Butler', 'Alan Siegel', 'Ed Cathell III', 'Danny Lerner', 'Mark Gill']",Conrad W. Hall,119.0,2013-03-18,FilmDistrict,English,"['Creighton Rothenberger', 'Katrin Benedikt']","['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Angela Bassett', 'Robert Forster', 'Cole Hauser', 'Finley Jacobsen', 'Ashley Judd', 'Melissa Leo', 'Dylan McDermott', 'Radha Mitchell', 'Rick Yune']",John Refoua,"['Millennium Films', 'G-BASE']",2013,0.62,70000000.0,Success
609,Trance,Danny Boyle,Christian Colson,Anthony Dod Mantle,101.0,2013-03-19,"['20th Century Fox', ' (United Kingdom)', 'Fox Searchlight Pictures', ' (United States)', 'Pathé Distribution', ' (France)']",English,"['Joe Ahearne', 'John Hodge']","['James McAvoy', 'Vincent Cassel', 'Rosario Dawson']",Jon Harris,"['Pathé', 'Film4', 'Cloud Eight Films', 'Decibel Films', 'TSG Entertainment', 'Ingenious Media', 'Indian Paintbrush']",2013,0.71,20000000.0,Failure
611,The Host,Andrew Niccol,"['Nick Wechsler', 'Steve Schwartz', 'Paula Mae Schwartz', 'Stephenie Meyer']",Roberto Schaefer,125.0,2013-03-29,Open Road Films,English,Andrew Niccol,"['Saoirse Ronan', 'Jake Abel', 'Max Irons', 'Frances Fisher', 'Chandler Canterbury', 'Diane Kruger', 'William Hurt']",Thomas J. Nordberg,"['IAV International', 'Silver Reel', 'Nick Wechsler Productions', 'Chockstone Pictures']",2013,0.73,40000000.0,Failure
612,The Place Beyond the Pines,Derek Cianfrance,"['Sidney Kimmel', 'Jamie Patricof', 'Lynette Howell Taylor', 'Alex Orlovsky']",Sean Bobbitt,140.0,2012-09-07,Focus Features,English,"['Derek Cianfrance', 'Ben Coccio', 'Darius Marder']","['Ryan Gosling', 'Bradley Cooper', 'Eva Mendes', 'Ray Liotta', 'Ben Mendelsohn', 'Rose Byrne', 'Mahershala Ali', 'Bruce Greenwood', 'Harris Yulin']","['Jim Helton', 'Ron Patane']","['Sidney Kimmel Entertainment', 'Electric City Entertainment', 'Verisimilitude']",2012,0.8,15000000.0,Success
613,Temptation: Confessions of a Marriage Counselor,Tyler Perry,"['Tyler Perry', 'Ozzie Areu', 'Paul Hall']",Alexander Gruszynski,111.0,2013-03-29,Lionsgate,English,Tyler Perry,"['Jurnee Smollett-Bell', ' ', 'Lance Gross', ' ', 'Kim Kardashian', ' ', 'Vanessa Williams', ' ', 'Robbie Jones', ' ', 'Brandy Norwood']",Maysie Hoy,Tyler Perry Studios,2013,0.4833333333333333,37000000.0,Failure
614,Evil Dead,Fede Álvarez,"['Rob Tapert', 'Sam Raimi', 'Bruce Campbell']",Aaron Morton,92.0,2013-03-08,Sony Pictures Releasing,English,"['Fede Álvarez', 'Rodo Sayagues']","['Jane Levy', 'Shiloh Fernandez', 'Lou Taylor Pucci', 'Jessica Lucas', 'Elizabeth Blackmore']",Bryan Shaw,"['TriStar Pictures', 'FilmDistrict', 'Ghost House Pictures']",2013,0.66,17000000.0,Success
615,Upstream Color,Shane Carruth,Shane Carruth,Shane Carruth,96.0,2013-01-21,VHX,English,Shane Carruth,"['Amy Seimetz', 'Shane Carruth']","['Shane Carruth', 'David Lowery']",ERBP,2013,0.47,50000.0,Success
616,42,Brian Helgeland,Thomas Tull,Don Burgess,128.0,2013-04-12,Warner Bros. Pictures,English,Brian Helgeland,"['Chadwick Boseman', 'Harrison Ford', 'Nicole Beharie', 'Christopher Meloni', 'André Holland', 'Lucas Black', 'Hamish Linklater', 'Ryan Merriman']","['Peter McNulty', 'Kevin Stitt']",Legendary Pictures,2013,0.75,31000000.0,Success
617,Scary Movie 5,Malcolm D. Lee,"['David Zucker', 'Phil Dornfeld']",Steven Douglas Smith,86.0,2013-04-12,Dimension Films,English,"['Pat Proft', 'David Zucker']","['Ashley Tisdale', 'Simon Rex', 'Erica Ash', 'Katrina Bowden', 'Terry Crews', 'Heather Locklear', 'J. P. Manoux', 'Mac Miller', ""Jerry O'Connell"", 'Molly Shannon', 'Snoop Dogg', 'Kate Walsh', 'Katt Williams']",Sam Seig,"['Brad Grey Pictures', 'DZE']",2013,0.39,20000000.0,Success
618,Java Heat,Conor Allyn,"['Conor Allyn', 'Rob Allyn', 'Seth Baron']",Shane Daly,103.0,2013-04-18,"['IFC Films', 'IM Global']",English,Rob Allyn,"['Kellan Lutz', 'Mickey Rourke', 'Ario Bayu', 'Atiqah Hasiholan', 'Rudy Wowor']",Harvey Rosenstock,"['Margate House Films', 'Margate House']",2013,0.61,15000000.0,Failure
619,The Lords of Salem,Rob Zombie,"['Rob Zombie', 'Jason Blum', 'Andy Gould', 'Oren Peli']",Brandon Trost,101.0,2012-09-10,"['Alliance Films (Canada)', 'Anchor Bay Films (United States)', 'Entertainment One', 'Momentum Pictures (United Kingdom)']",English,Rob Zombie,"['Sheri Moon Zombie', 'Bruce Davison', 'Jeff Daniel Phillips', 'Ken Foree', 'Patricia Quinn', 'Dee Wallace', 'María Conchita Alonso', 'Judy Geeson', 'Meg Foster']",Glenn Garland,"['Haunted Movies', 'IM Global']",2012,0.25,1500000.0,Failure
620,Oblivion,Joseph Kosinski,"['Peter Chernin', 'Dylan Clark', 'Duncan Henderson', 'Joseph Kosinski', 'Barry Levine']",Claudio Miranda,124.0,2013-03-26,Universal Pictures,English,"['Karl Gajdusek', 'Michael deBruyn']","['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko', 'Andrea Riseborough', 'Nikolaj Coster-Waldau', 'Melissa Leo']",Richard Francis-Bruce,"['Relativity Media', 'Chernin Entertainment', 'Monolith Pictures', 'Radical Studios']",2013,0.52,120000000.0,Success
621,The Big Wedding,Justin Zackham,"['Justin Zackham', 'Anthony Katagas', 'Clay Pecorin', 'Richard Salvatore', 'Harry J. Ufland']",Jonathan Brown,89.0,2013-04-26,Lionsgate,English,Justin Zackham,"['Robert De Niro', 'Katherine Heigl', 'Diane Keaton', 'Amanda Seyfried', 'Topher Grace', 'Susan Sarandon', 'Robin Williams', 'Ben Barnes', 'Christine Ebersole', 'David Rasche', 'Patricia Rae', 'Ana Ayora']",Jon Corn,"['Two Ton Films', 'Millennium Films']",2013,0.4754098360655737,35000000.0,Failure
622,Mud,Jeff Nichols,"['Lisa Maria Falcone', 'Sarah Green', 'Aaron Ryder']",Adam Stone,130.0,2012-05-26,"['Lionsgate', 'Roadside Attractions']",English,Jeff Nichols,"['Matthew McConaughey', 'Tye Sheridan', 'Sam Shepard', 'Michael Shannon', 'Joe Don Baker', 'Ray McKinnon', 'Sarah Paulson', 'Paul Sparks', 'Jacob Lofland', 'Reese Witherspoon']",Julie Monroe,"['Everest Entertainment', 'Brace Cove Productions', 'FilmNation Entertainment']",2012,0.84,10000000.0,Success
623,Pain & Gain,Michael Bay,"['Michael Bay', 'Ian Bryce', 'Donald De Line']",Ben Seresin,129.0,2013-04-11,Paramount Pictures,English,"['Christopher Markus', 'Stephen McFeely']","['Mark Wahlberg', 'Dwayne Johnson', 'Anthony Mackie', 'Tony Shalhoub', 'Ed Harris']","['Thomas A. Muldoon', 'Joel Negron']","['Paramount Pictures', 'De Line Pictures', 'Bay Films', 'Seven Bucks Productions']",2013,0.6,26000000.0,Success
624,Iron Man 3,Shane Black,Kevin Feige,John Toll,131.0,2013-04-14,"['Walt Disney Studios', 'Motion Pictures']",English,"['Shane Black', 'Drew Pearce']","['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Guy Pearce', 'Rebecca Hall', 'Stéphanie Szostak', 'James Badge Dale', 'William Sadler', 'Miguel Ferrer', 'Jon Favreau', 'Ben Kingsley']","['Jeffrey Ford', 'Peter S. Elliot']",Marvel Studios,2013,0.68,200000000.0,Success
625,The Iceman,Ariel Vromen,"['Ariel Vromen', 'Ehud Bleiberg', 'Avi Lerner']",Bobby Bukowski,106.0,2012-08-30,Millennium Entertainment,English,"['Ariel Vromen', 'Morgan Land']","['Michael Shannon', 'Winona Ryder', 'James Franco', 'Ray Liotta', 'Chris Evans', 'David Schwimmer', 'Robert Davi', 'Danny Abeckaser']",Danny Rafic,"['Bleiberg Entertainment', 'Rabbit Bandini Productions']",2012,0.5476190476190477,13500000.0,Failure
628,The Great Gatsby,Baz Luhrmann,"['Baz Luhrmann', 'Catherine Knapman', 'Douglas Wick', 'Lucy Fisher', 'Catherine Martin']",Simon Duggan,142.0,2013-05-01,"['Warner Bros. Pictures (Worldwide)', 'Roadshow Films (Australia)']",English,"['Baz Luhrmann', 'Craig Pearce']","['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan', 'Joel Edgerton', 'Isla Fisher', 'Jason Clarke', 'Amitabh Bachchan']","['Matt Villa', 'Jason Ballantine', 'Jonathan Redmond']","['Village Roadshow Pictures', 'A&E Television', 'Bazmark Productions', 'Red Wagon Entertainment']",2013,0.75,105000000.0,Success
629,No One Lives,Ryuhei Kitamura,"['Harry Knapp', 'Kami Naghdi']",Daniel Pearl,86.0,2012-09-08,Anchor Bay Films,English,David Cohen,"['Luke Evans', 'Adelaide Clemens', 'Lee Tergesen', 'Laura Ramsey', 'Derek Magyar', 'Beau Knapp', 'America Olivo', 'Brodus Clay', 'Lindsey Shaw']",Toby Yates,WWE Studios,2012,0.72,1600000.0,Failure
630,Peeples,Tina Gordon Chism,"['Tyler Perry', 'Stephanie Allain', 'Ozzie Areu', 'Paul Hall', 'Matt Moore']",Alexander Gruszynski,100.0,2013-05-10,Lionsgate,English,Tina Gordon Chism,"['Craig Robinson', 'Kerry Washington', 'David Alan Grier', 'S. Epatha Merkerson', 'Tyler James Williams', 'Melvin Van Peebles', 'Diahann Carroll']",David Moritz,34th Street Films,2013,0.5344827586206896,15000000.0,Failure
631,Star Trek Into Darkness,J. J. Abrams,"['J. J. Abrams', 'Bryan Burk', 'Damon Lindelof', 'Alex Kurtzman', 'Roberto Orci']",Dan Mindel,132.0,2013-04-23,Paramount Pictures,English,"['Roberto Orci', 'Alex Kurtzman', 'Damon Lindelof']","['John Cho', 'Benedict Cumberbatch', 'Alice Eve', 'Bruce Greenwood', 'Simon Pegg', 'Chris Pine', 'Zachary Quinto', 'Zoe Saldana', 'Karl Urban', 'Peter Weller', 'Anton Yelchin']","['Mary Jo Markey', 'Maryann Brandon']","['Skydance Productions', 'Bad Robot', 'K/O Paper Products']",2013,0.7,185000000.0,Success
632,Frances Ha,Noah Baumbach,"['Noah Baumbach', 'Scott Rudin', 'Lila Yacoub', 'Rodrigo Teixeira']",Sam Levy,86.0,2012-09-01,IFC Films,English,"['Noah Baumbach', 'Greta Gerwig']","['Greta Gerwig', 'Mickey Sumner']",Jennifer Lame,"['RT Features', 'Pine District Pictures', 'Scott Rudin Productions']",2012,0.6666666666666666,3000000.0,Success
633,The Reluctant Fundamentalist,Mira Nair,Lydia Dean Pilcher,Declan Quinn,130.0,2012-08-29,"['IFC Films (United States)', 'PVR Pictures (India)']",English,William Wheeler,"['Riz Ahmed', 'Kate Hudson', 'Liev Schreiber', 'Kiefer Sutherland', 'Om Puri', 'Shabana Azmi', 'Haluk Bilginer']",Shimit Amin,"['Doha Film Institute', 'Mirabai Films', 'Cine Mosaic']",2012,0.6506024096385542,15000000.0,Failure
634,The Hangover Part III,Todd Phillips,"['Todd Phillips', 'Dan Goldberg']",Lawrence Sher,100.0,2013-05-20,Warner Bros. Pictures,English,"['Todd Phillips', 'Craig Mazin']","['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Ken Jeong', 'Justin Bartha', 'Heather Graham', 'Jeffrey Tambor', 'John Goodman']","['Debra Neil-Fisher', 'Jeff Groth']","['Legendary Pictures', 'Green Hat Films', 'BenderSpink']",2013,0.64,103000000.0,Success
635,Before Midnight,Richard Linklater,"['Richard Linklater', 'Christos V. Konstantakopoulos', 'Sara Woodhatch']",Christos Voudouris,109.0,2013-01-20,Sony Pictures Classics,English,"['Richard Linklater', 'Ethan Hawke', 'Julie Delpy']","['Ethan Hawke', 'Julie Delpy']",Sandra Adair,"['Castle Rock Entertainment', 'Venture Forth', 'Detour Filmproduction']",2013,0.3333333333333333,3000000.0,Success
637,Fast & Furious 6,Justin Lin,"['Neal H. Moritz', 'Vin Diesel', 'Clayton Townsend']",Stephen F. Windon,130.0,2013-05-07,Universal Pictures,English,Chris Morgan,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Jordana Brewster', 'Tyrese Gibson', 'Chris ""Ludacris"" Bridges', 'Sung Kang', 'Luke Evans', 'Gina Carano', 'John Ortiz']","['Christian Wagner', 'Kelly Matsumoto', 'Dylan Highsmith']","['Relativity Media', 'Original Film', 'One Race Films', 'Dentsu']",2013,0.4202898550724637,160000000.0,Success
638,After Earth,M. Night Shyamalan,"['Caleeb Pinkett', 'Jada Pinkett Smith', 'Will Smith', 'James Lassiter', 'M. Night Shyamalan']",Peter Suschitzky,100.0,2013-05-01,Sony Pictures Releasing,English,"['Gary Whitta', 'M. Night Shyamalan']","['Jaden Smith', 'Will Smith']",Steven Rosenblum,"['Columbia Pictures', 'Overbrook Entertainment', 'Blinding Edge Pictures', 'Relativity Media']",2013,0.73,130000000.0,Failure
639,The East,Zal Batmanglij,"['Ridley Scott', 'Michael Costigan', 'Jocelyn Hayes-Simpson', 'Brit Marling']",Roman Vasyanov,116.0,2013-01-20,Fox Searchlight Pictures,English,"['Zal Batmanglij', 'Brit Marling']","['Brit Marling', 'Alexander Skarsgård', 'Elliot Page', 'Patricia Clarkson']","['Andrew Weisblum', 'Bill Pankow']",Scott Free Productions,2013,0.5555555555555556,6500000.0,Failure
640,The Kings of Summer,Jordan Vogt-Roberts,"['Tyler Davidson', 'Peter Saraf', 'John Hodges']",Ross Riege,96.0,2013-01-19,CBS Films,English,Chris Galletta,"['Nick Robinson', 'Gabriel Basso', 'Moisés Arias', 'Mary Lynn Rajskub', 'Erin Moriarty', 'Marc Evan Jackson', 'Megan Mullally', 'Alison Brie', 'Nick Offerman']",Terel Gibson,"['Low Spark Films', 'Big Beach Films']",2013,0.5614035087719298,1500000.0,Failure
641,Now You See Me,Louis Leterrier,"['Alex Kurtzman', 'Roberto Orci', 'Bobby Cohen']","['Larry Fong', 'Mitchell Amundsen']",124.0,2013-05-21,Lionsgate,English,"['Ed Solomon', 'Boaz Yakin', 'Edward Ricourt']","['Jesse Eisenberg', 'Mark Ruffalo', 'Woody Harrelson', 'Mélanie Laurent', 'Isla Fisher', 'Common', 'Dave Franco', 'Michael Caine', 'Morgan Freeman']","['Robert Leighton', 'Vincent Tabaillon']","['Summit Entertainment', 'K/O Paper Products']",2013,0.7090909090909091,75000000.0,Success
642,Hello Herman,Michelle Danner,"['Ed Cha', 'Michelle Danner', 'Brian Drillinger', 'Alexandra Guarnieri']",Sandra Valde-Hansen,85.0,2012-10-20,"['Gravitas Ventures', 'Freestyle Releasing']",English,John Buffalo Mailer,"['Norman Reedus', 'Martha Higareda']",Christian Kinnard,All in Films,2012,1.0,2000000.0,Failure
643,The Internship,Shawn Levy,"['Vince Vaughn', 'Shawn Levy']",Jonathan Brown,119.0,2013-06-07,20th Century Fox,English,"['Vince Vaughn', 'Jared Stern']","['Vince Vaughn', 'Owen Wilson', 'Rose Byrne', 'Max Minghella']",Dean Zimmerman,"['Regency Enterprises', '21 Laps Entertainment', 'Wild West Picture Show Productions', 'TSG Entertainment']",2013,0.5283018867924528,58000000.0,Failure
644,The Purge,James DeMonaco,"['Jason Blum', 'Sébastien K. Lemercier', 'Michael Bay', 'Andrew Form', 'Brad Fuller']",Jacques Jouffret,85.0,2013-05-02,Universal Pictures,English,James DeMonaco,"['Ethan Hawke', 'Lena Headey', 'Adelaide Kane', 'Max Burkholder']",Peter Gvozdas,"['Blumhouse Productions', 'Platinum Dunes', 'Why Not Productions']",2013,0.3,3000000.0,Success
645,Violet & Daisy,Geoffrey Fletcher,"['Geoffrey Fletcher', 'Bonnie Timmermann']",Vanja Cernjul,88.0,2011-09-15,Cinedigm Entertainment,English,Geoffrey Fletcher,"['Saoirse Ronan', 'Alexis Bledel', 'James Gandolfini', 'Danny Trejo', 'Marianne Jean-Baptiste']",Joe Klotz,"['Magic Violet', 'GreeneStreet Films']",2011,0.57,8000000.0,Failure
646,This Is the End,"['Seth Rogen', 'Evan Goldberg']","['Seth Rogen', 'Evan Goldberg', 'James Weaver']",Brandon Trost,107.0,2013-06-03,Sony Pictures Releasing,English,"['Seth Rogen', 'Evan Goldberg']","['James Franco', 'Jonah Hill', 'Seth Rogen', 'Jay Baruchel', 'Danny McBride', 'Craig Robinson', 'Michael Cera', 'Emma Watson']",Zene Baker,"['Columbia Pictures', 'Mandate Pictures', 'Point Grey Pictures']",2013,0.71,32000000.0,Success
647,The Bling Ring,Sofia Coppola,"['Roman Coppola', 'Sofia Coppola', 'Youree Henley']","['Harris Savides', 'Christopher Blauvelt']",90.0,2013-05-16,"['A24 (United States)', 'StudioCanal (United Kingdom)', 'Pathé (France)', 'Tobis Film (Germany)', 'Tohokushinsha Film (Japan)']",English,Sofia Coppola,"['Israel Broussard', 'Katie Chang', 'Taissa Farmiga', 'Claire Julien', 'Georgia Rock', 'Emma Watson', 'Leslie Mann']",Sarah Flack,"['American Zoetrope', 'NALA Films', 'Pathé Distribution', 'StudioCanal', 'Tobis Film', 'Tohokushinsha Film', 'FilmNation Entertainment']",2013,0.4096385542168674,8199999.999999999,Success
648,Man of Steel,Zack Snyder,"['Charles Roven', 'Christopher Nolan', 'Emma Thomas', 'Deborah Snyder']",Amir Mokri,143.0,2013-06-10,Warner Bros. Pictures,English,David S. Goyer,"['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Kevin Costner', 'Diane Lane', 'Laurence Fishburne', 'Antje Traue', 'Ayelet Zurer', 'Christopher Meloni', 'Russell Crowe']",David Brenner,"['Warner Bros. Pictures', 'Legendary Pictures', 'DC Entertainment', 'Syncopy', 'Peters Entertainment']",2013,0.75,225000000.0,Success
650,World War Z,Marc Forster,"['Brad Pitt', 'Dede Gardner', 'Jeremy Kleiner', 'Ian Bryce']",['Ben Seresin'],116.0,2013-06-02,Paramount Pictures,English,"['Matthew Michael Carnahan', 'Drew Goddard', 'Damon Lindelof']","['Brad Pitt', 'Mireille Enos', 'James Badge Dale', 'Matthew Fox']","['Roger Barton', 'Matt Chessé']","['Plan B Entertainment', 'Skydance Productions', 'Hemisphere Media Capital', 'GK Films', '2DUX²']",2013,0.55,190000000.0,Success
651,Copperhead,Ron Maxwell,Bryan Cassels,Kees Van Oostrum,118.0,2013-06-28,Film Collective,English,Bill Kauffman,"['Billy Campbell', 'Angus Macfadyen', 'Augustus Prew', 'Lucy Boynton', 'Casey Thomas Brown', 'Peter Fonda']",Marc Pollon,"['Swordspoint Productions', 'Brainstorm Media']",2013,0.6,12000000.0,Failure
652,The Heat,Paul Feig,"['Peter Chernin', 'Jenno Topping']",Robert Yeoman,117.0,2013-06-23,20th Century Fox,English,Katie Dippold,"['Sandra Bullock', 'Melissa McCarthy', 'Demián Bichir', 'Marlon Wayans', 'Michael Rapaport']","['Brent White', 'Jay Deuby']","['Chernin Entertainment', 'TSG Entertainment', 'Ingenious Media', 'Big Screen Productions']",2013,0.79,43000000.0,Success
653,Hummingbird,Steven Knight,"['Guy Heeley', 'Paul Webster']",Chris Menges,100.0,2013-05-17,"['Lionsgate', ' (United Kingdom)', 'Roadside Attractions', ' (United States)']",English,Steven Knight,"['Jason Statham', 'Agata Buzek']",Valerio Bonelli,"['IM Global', 'Shoebox Films', 'Shine Pictures']",2013,0.5588235294117647,20000000.0,Failure
654,White House Down,Roland Emmerich,"['Bradley J. Fischer', 'Harald Kloser', 'James Vanderbilt', 'Larry Franco', 'Laeta Kalogridis']",Anna Foerster,131.0,2013-06-28,Sony Pictures Releasing,English,James Vanderbilt,"['Channing Tatum', 'Jamie Foxx', 'Maggie Gyllenhaal', 'Jason Clarke', 'Richard Jenkins', 'James Woods']",Adam Wolfe,"['Columbia Pictures', 'Centropolis Entertainment', 'Mythology Entertainment']",2013,0.6,150000000.0,Failure
657,The Lone Ranger,Gore Verbinski,"['Jerry Bruckheimer', 'Gore Verbinski']",Bojan Bazelli,149.0,2013-06-22,"['Walt Disney Studios', 'Motion Pictures']",English,"['Justin Haythe', 'Ted Elliott', 'Terry Rossio']","['Johnny Depp', 'Armie Hammer', 'Tom Wilkinson', 'William Fichtner', 'Barry Pepper', 'James Badge Dale', 'Helena Bonham Carter']","['James Haygood', 'Craig Wood']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Blind Wink Productions', 'Infinitum Nihil']",2013,0.73,225000000.0,Failure
